,"$H[h(X, X)]$","$H[h(Y, Y)]$","$H[h(Z, Z)]$","$H[h(Y+Z, Y+Z)]$","$H[h(X+Z, X+Z)]$","$H[h(X+Y, X+Y)]$","$I[h(Y, X)]$","$I[h(Z, X)]$","$I[h(Y+Z, X)]$","$I[h(Z, Y)]$","$I[h(X+Z, Y)]$","$I[h(X+Y, Z)]$"
0,5.197222905192507,2.8798610641679736,1.1536451652217548,0.8839391234372244,0.6742551615305525,0.6570057923192999,9.81194631976996,3.9112962366577397,5.792776988159607,3.7363428441770026,2.1716208863680055,3.7637912865396674
1,3.935750303296728,3.29201564234483,1.6797027031559395,0.885070431773418,0.7272789671796555,0.6569905127199466,14.05859524351107,4.2467454995494665,3.712626766565864,5.94142646792242,3.1608189402456124,6.294963422811084
2,3.672933301151864,3.616741014445811,1.1526102579670081,0.8805864331790676,0.7048260459298202,0.6260174732792887,11.416119960137813,2.4205398889200764,3.6054950906861385,3.2558498849928403,2.6714554559669614,4.181070845351457
3,3.1352405937743573,3.281590951260898,0.8832036313417091,0.8805851063609297,0.6966753631487912,0.6243552346133174,10.787387439462227,3.03100477029677,4.762812068388,2.6329705967709907,3.16379010196675,6.580351834726108
4,3.9581611180609726,4.049130420381101,0.7774287259309736,0.8896000667703399,0.6743419114785023,0.6276723438769872,13.432251734377848,2.7404503663451347,3.512813399935319,2.3279670477616734,3.0263433127412798,3.275391852839036
5,3.5647770822943405,4.321946118409509,1.0035608156012545,0.8812474272056069,0.6739530164969545,0.6369208173988677,14.691820970349857,3.3903684402064407,3.9834811533080385,3.198783772297501,3.818837411979213,5.566063097433776
6,4.9703393982259385,4.226897554964911,0.8995664701684009,0.8806221321292141,0.6755583891374287,0.6604749610059375,15.726287894589623,3.026585097472284,4.091694157635827,2.149981299733502,2.247673207303197,5.713173346724495
7,3.606623744019604,4.970902843743886,0.8638149494435022,0.8812645744681121,0.6742847778213673,0.6369995546596926,16.112305621626028,2.0240898468363278,4.285899413388885,1.6645939575337432,2.2475751302081455,6.455079142414799
8,3.142303831480096,3.4136260819833035,0.936140673188107,0.880630500443673,0.677214360546747,0.6312710959614262,15.185962403468304,3.419374280232119,4.392906514293794,3.9576096821251006,2.770895710446648,4.922960488636919
9,5.214585089684557,3.4589458176995946,1.02270893126473,0.8880863297941093,0.6788382472465998,0.6645811830790338,10.165748983068184,1.8584914547549052,3.6628493348908564,2.9988207353107517,3.342908588451396,3.3572025869925586
10,4.1802938135804055,3.3093186566982284,0.974145339374362,0.8817462245925478,0.6763650349092183,0.6622821317108654,9.363332982467673,2.2057163628195346,4.154585091773018,3.4348495451745698,3.2142630005408184,4.995909147682247
11,3.4625062130168947,3.3391646902306173,0.9296580444156868,0.8806183900464956,0.7212225147687937,0.6251238312955071,16.697637042954568,2.665671878515513,3.507103285121734,3.465465419150159,2.845476391615352,4.699082220340951
12,4.529285410392661,4.332246762430867,1.047457935877077,0.9110513611685577,0.673825290509054,0.8153726032881685,15.356343457922979,2.1881491054424167,3.750042306551351,3.34262137208695,2.2025909958577676,4.067169167142103
13,4.152827615313506,4.713446978498591,1.3606585370629833,0.8870137640693233,0.6908145102590538,0.6690397379540415,22.569872944773742,6.516477024741009,6.482599871758069,4.568481497568018,1.9407236941671184,4.4464038218648545
14,3.607204865744826,4.53201605276029,0.9773889638996606,0.8813202173842647,0.6830112774647412,0.6317606059067912,21.53107704545296,3.2622689353589727,5.033227474653259,3.495704657408364,3.8374641700698793,3.8610928159859808
15,4.368701204454744,3.640468526107059,1.2658317779100414,0.8867898664229864,0.7035934405519901,0.6860879422188043,14.508954735120405,3.086633771854779,4.398608005020915,3.612546779073475,2.6823809808335515,2.828414557812047
16,4.190797153211801,4.844565094792116,0.9462382930102784,0.8810192957071807,0.7280572476537295,0.7378754306595716,15.313357519706509,1.893699088209575,3.637724190423291,1.981474944971959,2.0608797907155307,2.659931636806099
17,4.333673439900987,3.0808863706515526,0.8026504441185253,0.9053859799862973,0.6961378154263913,0.6744593073989753,9.15545384647754,1.8109556565720888,5.136424538775362,1.4973282772790726,2.7989509962495425,4.314092461640715
18,4.711835456299952,3.6672601088138905,1.3447401027303298,0.9072724494692957,0.675727615548906,0.7745177191990915,14.176385852671805,2.9607486852486224,3.1205920851365625,3.6292023338707127,3.290641587817605,6.3781502037023285
19,2.5935532814014723,4.311419009471883,0.8254978601512007,0.8828015976553957,0.6738396974153367,0.6230272543812477,21.31834156139454,2.7142755151085938,5.336266697278617,2.002769167071449,2.103278423959153,3.6086675719893666
20,5.138500128847131,3.4580871156151813,0.9378794937138644,0.9006766392441253,0.6743481351211077,0.6243810804943215,13.379405113416395,3.310866667513513,5.684296357744884,3.3513684827903267,3.1833705540493304,7.803162431168165
21,4.663315820218077,3.8826642436018455,1.126471469501484,0.8806628213743422,0.730781410385774,0.6968605604508611,17.29948491570589,5.423857381948618,3.7857947427248577,3.2294828727069826,2.3778531924457496,4.318902840932453
22,3.135331797405001,4.7145036761461805,1.032521398734755,0.8877522204924985,0.6752469122432359,0.6457928983085932,16.67124501359911,2.289120878751589,3.771634627596299,2.6307434316310037,2.3108449618682085,5.649076473096842
23,4.618409326875603,3.395541270188322,0.8671442561036372,0.9007062349704995,0.6739625720489005,0.7062460594109149,12.069388363360506,2.0674740514387713,4.4388346619686665,2.011079451515874,3.0345597026354603,4.041795681141308
