,"$H[h(X, X')]$","$H[h(Y, Y')]$","$H[h(Z, Z')]$","$I[h(Y, X)]$","$I[h(Z, Y)]$","$I[h(Z, X)]$","$I[h(Y+Z, X)]$","$I[h(X+Z, Y)]$","$I[h(X+Y, Z)]$"
0,5.077975539090465,2.8444615984668546,1.285887140699172,7.815409304448605,2.9906015906057717,3.067234113544437,2.826316910689871,2.98456631669422,4.131053902989416
1,4.2535650115,2.8302816418064927,1.129591048233455,9.747729771316935,3.006906642176325,2.462444578768292,2.330736529485078,2.42857848772172,3.8924561603512324
2,3.9655153729334414,3.8342411225125375,0.8377112327539801,12.265586082408667,1.8916513990718633,2.879319316723338,3.642719375345184,2.712926303358383,7.286789614852116
3,3.0529371398751706,3.4201361518463287,1.1234457700031526,8.793119027086817,2.987618148290388,3.180180368667139,2.8811566078783524,2.1031711036693386,5.281627505131749
4,3.4460048438701305,5.038797817645682,0.9730797609346402,30.205748883629365,2.581167641740142,3.122934721432306,4.04423607032917,2.0823079981819124,3.613570003771961
5,3.810091636467596,3.797000038163209,1.0831557469547692,13.749710295758241,2.3501740131471816,2.877887199988026,2.713086512344929,2.476218394789743,5.0008560943432885
6,4.129495154455074,3.365674018665102,0.8549153890116001,11.154095556737047,2.9882482150278036,2.4450105362999666,2.4274203313336624,3.795185296384584,4.206419269344743
7,5.885954864922947,3.814532018653075,1.1602993270561632,13.91846923188128,3.0645684139768994,3.1162500854055137,3.9086828571813967,2.4946089044883304,3.378581270908333
8,3.4402118777096864,5.533775706329595,1.0903271559267913,18.553087842964835,1.7659702616729835,2.447668770784246,2.6571061528987494,1.8677569841637767,4.534537149687913
9,4.7630196222564685,4.050863957959452,1.061905265784845,16.38533147171258,3.5378591896281617,2.7119685463935417,2.3895121292742414,2.201976646086658,3.809389109353163
10,4.091374031083535,3.8374314736770407,1.0934699925562044,13.42809693132364,2.693615213001986,2.8712150922070676,1.7078726224823937,2.039511444057579,8.552538073487325
11,3.6680820760855215,4.3351455783821855,1.0535251013599134,18.243967466340397,2.877522401650306,3.94848799313845,3.5009688283802256,2.898692992661785,3.508266640559334
12,4.942682968014072,5.086662879025961,0.9056663055048658,18.52369427678428,2.2731562252495303,2.5518664770664103,2.963711469909094,2.6027205593752853,3.2976087246924624
13,3.040232243556877,4.44255852006291,1.363810951673383,15.841056449783926,4.064663422279542,3.557117261677236,3.566487204373194,2.648376006975645,4.182257836971901
14,4.574378267026761,4.309109040161893,0.7083348929637271,13.6254754508032,2.0377450156813235,2.281708193837393,3.159431862517137,2.7014470644589856,8.083007498416118
15,3.8959824136601164,4.234797964734718,0.9915871106479041,13.524355199202631,2.6777484058251337,2.569664692015506,2.7232885810053986,2.7682262358094643,6.196845400319877
16,7.189898277785018,3.8105900037552467,1.4143563352106054,11.754230490467116,4.533119280428843,3.0321951463880223,3.169380080892805,1.6165300854517826,4.784527992678146
17,4.180624787748963,4.13102113669644,0.9924526633280916,14.20761331198318,2.6258782087570904,2.846597036525734,2.0882124455387956,2.1344389622321835,4.079056141083558
18,3.9377566258571632,3.1510446523209663,1.0619078494872567,11.903829236731514,3.0233566899036877,3.166988441498378,2.483938811801977,1.9648231416094855,5.589579272156305
