,"$H[h(X, X)]$","$H[h(Y, Y)]$","$H[h(Z, Z)]$","$I[h(X, Y)]$","$I[h(Y, Z)]$","$I[h(X, Z)]$","$I[h(X, Y+Z)]$","$I[h(Y, X+Z)]$","$I[h(Z, X+Y)]$"
0,5.605112725822181,3.723422300379497,1.163089994480597,11.717806635512144,3.998540867830899,9.598466528560667,0.6893684244608181,0.37951459350789546,0.10209991631599571
1,6.337002262387399,3.3048834876827806,1.0620495587249694,9.048824440656224,3.868108890793478,12.909512016347751,1.1822324107037645,0.1206782295221059,0.07801160764911334
2,6.271293676318026,3.0239494008850785,0.9069400618855131,7.168271151584489,1.8428905736470327,9.225275468753823,0.13958300784204183,0.4556003872680099,0.07074455641882696
3,6.298951554170308,3.1823612748290984,0.9998962570289043,9.591437608745109,2.0796776570167235,10.58849280469118,0.5638043445731858,0.4561551874307598,0.2682293211621731
4,5.008606541322632,4.7851984878606935,0.7788662217734836,11.516021122720037,4.684956675363199,7.126944913495263,0.19541074764019012,0.045090523398776644,0.066313074154781
5,4.7995551595783015,3.4109744103301503,1.0181860532549825,8.765891081589345,2.398842951002189,6.803515776592659,0.7431456616386302,0.15989344114772389,0.10142177210311426
6,5.363564899113787,5.1537344890639085,1.0825481554352943,10.435436502959647,10.209885685549377,6.204617920980567,0.8732501056684759,0.23787154410747322,0.14441901989300823
7,5.548558590016727,3.8789028945367487,1.0033926704687437,7.069536775504686,3.035969477078613,15.445686840131787,0.29035004521370444,0.28511838534228273,0.08721404303617519
8,4.359756499281798,4.7358429883625215,0.8753817492466566,6.3843844352692445,4.865482650487487,6.432681640012442,0.24108987682593885,0.3340997874686776,0.20549157166333037
9,6.1829984709636046,2.776397599055873,1.2643725790351825,6.9856937367059375,4.873596506996567,6.348782679241695,0.11786368650910968,0.6946457162849544,0.17413144720245796
10,4.606498932546179,4.169890386803287,0.9704751282602848,5.82504959527249,4.258646811804947,6.867240157886826,0.05351471223971246,0.23100281307546838,0.1148313742429395
11,4.886803843546114,3.781446501783705,1.234049115037226,6.207481484959667,2.944315171318751,5.101253963962873,0.0032956869797980144,0.5513520344753446,0.09460288396489017
12,6.094416466441769,3.8685068706133974,0.8582052775806283,7.398275839074622,2.781456360128235,5.482362916536973,0.20055957433180574,0.3577356599058106,0.04801923276816677
13,6.603995781498473,3.01270123533677,1.0037120315892745,10.582915386003926,4.407949864368063,6.927940284326621,0.28560944367920416,0.21921366666298714,0.28960182857997935
14,4.351994091444639,3.790603858353579,1.1802572984630262,5.887681616642956,6.156770563654054,8.48163610275593,0.0006275986562235448,1.2029335263870686,0.20604653362456593
15,3.887317309528182,4.26153120935753,1.511043963925751,7.6886034794481795,7.8932850765321065,11.39743614738999,0.9638165667174475,0.8595078899082687,0.1634566202137304
16,5.738200104553429,4.23196555252633,0.9649014614157793,9.464807881621505,8.203454816903012,12.025331463146543,0.6777551564579678,0.37429174604020765,0.1203990171101969
17,4.558818501140194,3.2659303417705914,0.9375102219504468,6.122767074692971,3.831833338046831,7.784012829072339,0.1097122763971332,0.39238454541492584,0.06823910668865535
18,5.9828541701588325,3.602208227038508,1.0148367412272596,8.23753819283795,4.593423311824685,8.820009795570419,0.5567862715292213,0.10725913051472966,0.4962199085060673
19,5.500320923056276,3.919710051979476,1.2331796143351936,9.233243175570893,4.324915880203317,21.975186801197232,0.6203712128545638,1.3377507924540228,0.06046441679654276
20,6.543853072369563,5.309510339792711,0.9244419886376378,13.671257541920147,7.319295033285273,8.112958199177315,0.2868732069810435,0.5502709447877845,0.5075527272163937
21,8.20310057573166,4.2797470389844365,0.6626858234174742,16.387572540286754,3.910641485634855,6.703798102086408,0.10250828955143013,0.571340017897972,0.1726946350042482
22,5.353499701882121,3.9545026227812223,1.2071009354477167,12.629994892727533,5.319127343128123,5.807603087470708,2.1025694599287816,1.1438859940354946,0.1305945875401658
23,5.432788235835559,4.080079226434366,0.42883745974944304,7.229896862103298,1.5123041742152175,6.910358832150462,0.0622979936766621,0.280834460650723,0.05896563219640497
24,6.486334622855909,2.863411514896806,0.8158319515309357,9.84754966311923,2.2244743008075085,5.829363600961725,0.06750873061316864,0.20354954030392866,0.1063050795983573
25,5.015264805913468,3.212128186766687,0.8116590856988616,8.46532732313275,2.8066830274332633,6.327814883022199,0.16913054911932854,0.5868744903645244,0.13599894962214984
26,6.030069508315575,3.2396278420415627,1.2866288088538977,10.148998151307913,4.923856064393401,10.44223336837775,0.7035167998168825,1.389126055148579,0.24929670806794801
27,4.235016286898536,4.47664075407335,1.2311104351996642,6.999424998299022,3.814732576078234,7.94586585307504,0.7715613975564838,1.0198793958290286,0.18492332097588696
28,6.304343893600885,2.5011881544901424,1.087708387385145,7.265647645548486,2.90534813503973,16.596020375266527,0.03931925467553324,0.23586706805074703,0.14110868095830648
29,4.5589610515302255,5.004128965412428,1.4966684109083044,9.832871175534736,11.085277685575571,10.883685522110389,0.45137002686218464,1.3768721767788348,0.48792313153688344
30,5.206235315272225,5.271083217984451,1.1086834301238417,8.93379229705357,2.7440436573781426,11.864484366873373,0.1733595868526994,0.3807354729795786,0.31858054058750057
